dataset,table,target,feature,current_group,semantic_domain,causal_role,statistical_family,method,score,n,levels
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,R8s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.021776238168659742,60,22
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,ALOGP2,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.021746380243508764,60,54
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,GNar,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.021518700356737256,60,36
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,Efficiency,MDEC.33,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.021344218626259567,2011,52
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,PHI,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.02133099883634745,60,51
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,Efficiency,MDEN.23,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.021110335911137916,2011,16
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,R3e+,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.020997776672283665,60,50
mg_az91_inhibitors,Features,IE,ATS5v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.0209761508728701,68,60
ni_crevice_repassivation,Research_data_Saenzetal_table1,ER.CREV. VECS,[SO42-]. mol/L,environment,environment,exposure_context,bounded_0_1,abs_spearman,0.02095571078697077,613,8
mg_az91_inhibitors,Features,IE,ATSC7m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.020951205876691182,68,41
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,CATS3D_05_DN,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.020853202039142347,60,4
mg_az91_inhibitors,Features,IE,TDB07v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.02081351489603918,68,44
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,RDF075s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.020801480877686372,60,24
mg_az91_inhibitors,Features,IE,B05[C-C],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.02078185935572051,68,2
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,Efficiency,khs.aasC,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.020356313850873047,2011,10
datacor_aluminum_inhibitors,DataCor_long_efficiency,efficiency_score,Mol._refractivity,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.02013708682196111,408,86
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate","iCORR, A/cm2 Avg.",Test Method,history,history,process_or_history_condition,categorical_nominal,eta_squared,0.02007577152513399,50,4
mg_az91_inhibitors,Features,IE,CATS3D_06_DD,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.020074427456024647,68,3
steel_mortar_corrosion,01_Carbonation,Corrosion Potential of Steel vs Cu/CuSO4,Silic Fume Proportion,material,material,base_material_condition,composition_component,abs_spearman,0.020019300038145206,180,7
mg_az91_inhibitors,Features,IE,ATSC7v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.019658888504857894,68,41
mg_az91_inhibitors,Features,IE,CATS3D_00_DD,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.019644871294799738,68,6
mg_az91_inhibitors,Features,IE,GATS3e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.019346218129552006,68,65
mg_az91_inhibitors,Features,IE,CATS3D_05_DD,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.019282335816925504,68,4
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,GATS3v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.019161560161367403,60,53
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor10s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.019145802717483812,60,60
mg_az91_inhibitors,Features,IE,Mor22s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.01910706454711752,68,68
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,Efficiency,nS,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.019029394251201592,2011,2
mg_az91_inhibitors,Features,IE,Mor25i,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.019011624664264787,68,68
mg_az91_inhibitors,Features,IE,ATSC7e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.018875665855261962,68,41
mg_az91_inhibitors,Features,IE,GATS6i,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.018691791711292326,68,44
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,DISPi,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.018647953882666077,60,53
mg_az91_inhibitors,Features,IE,ATSC7s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.018640511873760292,68,42
mg_az91_inhibitors,Features,IE,MATS4m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.018315088302580017,68,67
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SpMin4_Bh(e),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.017987296885422294,60,45
electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Avg.","Composition, wt.% W",material,material,base_material_condition,composition_component,abs_spearman,0.017868406805287368,745,21
mg_az91_inhibitors,Features,IE,ATSC7p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.017857476410787252,68,41
mg_az91_inhibitors,Features,IE,B01[O-S],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.017739572554705204,68,2
mg_az91_inhibitors,Features,IE,B04[C-S],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.017739572554705204,68,2
mg_az91_inhibitors,Features,IE,F01[O-S],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.017739572554705204,68,2
mpea_corrosion,Sheet1,Pitting potential (mV vs SCE),Si,material,material,base_material_condition,composition_component,abs_spearman,0.0176509856660599,335,12
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SpPosA_D/Dt,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.017628252147146344,60,37
mg_az91_inhibitors,Features,IE,B03[C-N],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.01761864699684444,68,2
mg_az91_inhibitors,Features,IE,P_VSA_e_2,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.01752627519041112,68,56
mg_az91_inhibitors,Features,IE,P_VSA_p_3,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.01752627519041112,68,56
mg_az91_inhibitors,Features,IE,P_VSA_v_3,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.01752627519041112,68,56
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Chi_Dz(e),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.017479505356200423,60,56
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,B04[N-O],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.01741163527786624,60,2
mg_az91_inhibitors,Features,IE,B03[O-O],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.017304560619189276,68,2
mg_az91_inhibitors,Features,IE,Mor05p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.01712191498378064,68,68
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,Pitting potential (mV vs. SCE),Fe,material,material,base_material_condition,composition_component,abs_spearman,0.01706999204655389,58,14
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor13m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.01703511234167976,60,57
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,Efficiency,nHBDon,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.017007557129741828,2011,9
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,MATS1m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.016958577876105704,60,46
mg_az91_inhibitors,Features,IE,P_VSA_m_2,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.016915176006352287,68,57
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor31m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.01666041380237818,60,53
mg_az91_inhibitors,Features,IE,ATS7p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.016644893680833186,68,31
mg_az91_inhibitors,Features,IE,ATS7v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.01654692491284712,68,31
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,Efficiency,Temperature_K,environment,environment,exposure_context,temperature_like,abs_spearman,0.016510145156242276,2011,12
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,B05[O-O],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.0163234080729996,60,2
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,B05[N-O],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.016041072556443832,60,2
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SaaN,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.015915436405534014,60,11
mg_az91_inhibitors,Features,IE,JGI7,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.015904613694065872,68,4
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,TIC0,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.01578786476780688,60,49
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,GATS7s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.015683220483290135,60,27
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,CATS3D_04_DN,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.015647097587998822,60,4
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,CATS2D_06_DP,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.015456312616951458,60,2
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,TDB08u,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.015363054497798631,60,26
mg_az91_inhibitors,Features,IE,TDB03i,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.015346733162719768,68,68
mg_az91_inhibitors,Features,IE,Mor02v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.015174941373584844,68,68
mg_az91_inhibitors,Features,IE,GGI6,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.015105445240579942,68,10
mg_az91_inhibitors,Features,IE,Mor01v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.015093223095286266,68,57
mg_az91_inhibitors,Features,IE,B06[O-O],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.015015070922245301,68,2
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,RBF,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.015002164824640778,60,29
steel_mortar_corrosion,01_Carbonation,Chloride-to-hydroxide concentration ratio,Incorporated Chloride Concentration of mortar,environment,environment,exposure_context,electrochemical_or_rate_response,abs_spearman,0.014733265001014212,180,6
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,P2u,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.014727949780985319,60,58
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,H-047,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.014717408955916597,60,10
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,Pitting potential (mV vs. SCE),Al,material,material,base_material_condition,composition_component,abs_spearman,0.01462256325783716,58,12
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,R3m+,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.014593062402164354,60,45
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,J_D,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.014577543169573508,60,48
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,MATS2s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.014534439397237347,60,53
mpea_corrosion,Sheet1,Corrosion current density (microA/cm2),Ti,material,material,base_material_condition,composition_component,abs_spearman,0.014416131601671392,590,55
mg_az91_inhibitors,Features,IE,F04[C-S],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.014411797197746662,68,3
mg_az91_inhibitors,Features,IE,P_VSA_s_1,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.014411797197746662,68,3
mg_az91_inhibitors,Features,IE,ATS2v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.014164224839014276,68,63
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SM12_EA(dm),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.014156749870348517,60,25
mg_az91_inhibitors,Features,IE,MLOGP2,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.014135590961307374,68,63
mg_az91_inhibitors,Features,IE,CATS3D_06_AA,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.014063172621333003,68,6
mg_az91_inhibitors,Features,IE,B04[C-O],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.013978270308829898,68,2
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,MATS8p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.013904822210278415,60,24
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate","ECORR, mV (SCE) Avg.",[Cl-] Conc M,environment,environment,exposure_context,bounded_0_1,abs_spearman,0.013874052595218959,51,6
mg_az91_inhibitors,Features,IE,Sv,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.013852161107691571,68,57
mg_az91_inhibitors,Features,IE,Mor05e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.013838783013646558,68,68
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,Efficiency,Alloy,material,material,base_material_condition,categorical_nominal,eta_squared,0.01369055147893109,2011,17
mg_az91_inhibitors,Features,IE,ATSC6p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.01351596869162064,68,54
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,TDB08s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.013159464862760848,60,26
mg_az91_inhibitors,Features,IE,TDB07m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.01309900420079982,68,44
ni_crevice_repassivation,Research_data_Saenzetal_table1,ER.CREV. VECS,[NO3-]. mol/L,environment,environment,exposure_context,bounded_0_1,abs_spearman,0.013018826526925459,613,10
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor06u,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.012921512264934902,60,59
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,TI2_L,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.01288287304589959,60,46
mg_az91_inhibitors,Features,IE,ATS7e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.012824111729376482,68,31
mg_az91_inhibitors,Features,IE,JGI3,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.012767664930086133,68,35
mg_az91_inhibitors,Features,IE,ATS7s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.012706932537499334,68,30
mg_az91_inhibitors,Features,IE,ATSC6i,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.012614904112179266,68,54
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate","ECORR, mV (SCE) Avg.","Composition, wt.% Ni",material,material,base_material_condition,composition_component,abs_spearman,0.01242463929815146,51,28
mg_az91_inhibitors,Features,IE,P_VSA_LogP_3,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.012319939885582346,68,24
316l_pitting_passivity,Epit_Epass_descriptors,Epit_x,scan_rate_mV_s,history,history,process_or_history_condition,electrochemical_or_rate_response,abs_spearman,0.01227439238998215,955,2
mg_az91_inhibitors,Features,IE,CATS3D_07_AA,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.012232659194095153,68,5
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,Efficiency,MDEC.23,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.01222796636823314,2011,91
electrochemical_metrics_alloys,Pitting Temp,"Tpit, oC Avg.","Composition, wt.% Ni",material,material,base_material_condition,composition_component,abs_spearman,0.012215188897994002,105,63
mg_az91_inhibitors,Features,IE,P_VSA_i_1,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.012099082575317423,68,5
mg_az91_inhibitors,Features,IE,P_VSA_m_4,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.012099082575317423,68,5
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,G2m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.011938898285617635,60,27
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,G2p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.011932581495728711,60,30
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,Corrosion potential (mV vs. SCE),Test electrolyte,environment,environment,exposure_context,categorical_nominal,eta_squared,0.011678306044992329,80,6
mg_az91_inhibitors,Features,IE,GATS1e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.011637009452990435,68,58
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,rGes,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.011505689529184725,60,18
steel_mortar_corrosion,02_Chloride,Electrical Resistivity of mortar,Water Content of mortar,environment,environment,exposure_context,positive_continuous_numeric,abs_spearman,0.011492201470540241,95,95
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,RDF015p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.011448578693183355,60,60
mg_az91_inhibitors,Features,IE,B01[C-S],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.011145978141299607,68,2
mg_az91_inhibitors,Features,IE,F01[C-S],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.011145978141299607,68,2
mg_az91_inhibitors,Features,IE,nHM,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.011145978141299607,68,2
mg_az91_inhibitors,Features,IE,nS,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.011145978141299607,68,2
mg_az91_inhibitors,Features,IE,ATS4v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.010956812241107894,68,65
electrochemical_metrics_alloys,Repassivation Potential,Ave. Erp VSCE,Nominal comp. (wt%) B,material,material,base_material_condition,composition_component,abs_spearman,0.010947851963870934,151,5
mpea_corrosion,Sheet1,Pitting potential (mV vs SCE),Al,material,material,base_material_condition,composition_component,abs_spearman,0.01075573898244989,335,74
mg_az91_inhibitors,Features,IE,RCI,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.010750093533641817,68,3
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,CATS3D_07_DN,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.01072350861512927,60,2
mg_az91_inhibitors,Features,IE,SAtot,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.010623878439265984,68,61
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,Efficiency,khs.ddssS,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.01059532911697164,2011,4
mg_az91_inhibitors,Features,IE,ATS1v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.010548825448460647,68,57
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,CATS2D_02_DA,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.010409497777045466,60,5
mg_az91_inhibitors,Features,IE,CATS3D_02_DD,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.010304573865092433,68,4
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SpMin6_Bh(s),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.010141194934898068,60,3
mpea_corrosion,Sheet1,Corrosion current density (microA/cm2),Be,material,material,base_material_condition,composition_component,abs_spearman,0.010039939285215424,590,2
mpea_corrosion,Sheet1,Corrosion current density (microA/cm2),Ga,material,material,base_material_condition,composition_component,abs_spearman,0.010039939285215424,590,2
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,Efficiency,khs.sOH,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.009538062837236332,2011,8
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,RDF075e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.009506718210833664,60,22
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,TDB08r,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.00931110349222075,60,25
mg_az91_inhibitors,Features,IE,Mor11u,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.009295844589856377,68,68
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,HATS1e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.009225681875179328,60,59
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,Corrosion potential (mV vs. SCE),Ti,material,material,base_material_condition,composition_component,abs_spearman,0.009193857673986875,81,7
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,Efficiency,VC.4,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.009165986638555923,2011,14
mpea_corrosion,Sheet1,Corrosion current density (microA/cm2),Concentration in M,environment,environment,exposure_context,concentration_like,abs_spearman,0.009020114601768665,575,19
mpea_corrosion,Sheet1,Calculated passive window,Hf,material,material,base_material_condition,composition_component,abs_spearman,0.008967665397649071,352,11
mg_az91_inhibitors,Features,IE,Mor11i,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.008952261011586532,68,68
mg_az91_inhibitors,Features,IE,Mor23m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.008875909105304343,68,68
mg_az91_inhibitors,Features,IE,VvdwZAZ,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.008639700759793848,68,57
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,RDF090p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.008521378594792742,60,6
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Eta_sh_p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.008520516430954571,60,43
mg_az91_inhibitors,Features,IE,GATS3s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.00823654049250993,68,67
mg_az91_inhibitors,Features,IE,GATS5i,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.008150373216996526,68,55
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,Pitting potential (mV vs. SCE),Cu,material,material,base_material_condition,composition_component,abs_spearman,0.00812887245666079,58,4
